"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TMEM11"	1.34733673705765e-94	0.0929879988951507	0.276	0.114	2.55805352897765e-90	"Cycling B"	"TMEM11"
"POP5"	1.39403888213057e-94	0.0930395455639917	0.392	0.188	2.6467222216131e-90	"Cycling B"	"POP5"
"GARS"	1.43407791594457e-94	0.146667653747572	0.459	0.24	2.72274033121236e-90	"Cycling B"	"GARS"
"MSH3"	2.14984319333305e-94	0.111776233510707	0.197	0.066	4.08169228686212e-90	"Cycling B"	"MSH3"
"ERI2"	2.50577282656533e-94	0.113553178167422	0.084	0.008	4.75746028851694e-90	"Cycling B"	"ERI2"
"RAB3IP"	3.02288555089305e-94	0.095106282212199	0.224	0.082	5.73925050692554e-90	"Cycling B"	"RAB3IP"
"HIST1H2AK"	3.47935407506015e-94	0.145864166317425	0.103	0.016	6.60590164690919e-90	"Cycling B"	"HIST1H2AK"
"PUSL1"	4.02078023964439e-94	0.109281093769165	0.151	0.04	7.63385336298885e-90	"Cycling B"	"PUSL1"
"SMIM19"	5.0088174297336e-94	0.0972999041304519	0.39	0.188	9.50974077209221e-90	"Cycling B"	"SMIM19"
"LAS1L"	5.69313707413875e-94	0.124034386595097	0.235	0.09	1.08089900489598e-89	"Cycling B"	"LAS1L"
"FAM241A"	6.9563502998545e-94	0.130886121649017	0.222	0.082	1.32073266793038e-89	"Cycling B"	"FAM241A"
"BORA"	7.60286556175559e-94	0.118504145908932	0.127	0.028	1.44348005555492e-89	"Cycling B"	"BORA"
"PHIP"	8.97284372370198e-94	0.117305756320184	0.519	0.276	1.70358410938206e-89	"Cycling B"	"PHIP"
"IFT22"	9.83065257018696e-94	0.0832210089865388	0.162	0.046	1.8664476969757e-89	"Cycling B"	"IFT22"
"TDG"	1.00725387593445e-93	0.0923617325795298	0.404	0.198	1.91237220884914e-89	"Cycling B"	"TDG"
"NSMCE4A"	1.01014135479723e-93	0.0884640464859824	0.319	0.141	1.91785437621801e-89	"Cycling B"	"NSMCE4A"
"C22orf39"	1.25832258867123e-93	0.106016780959794	0.428	0.214	2.38905126685119e-89	"Cycling B"	"C22orf39"
"SUCLA2"	1.4248196734267e-93	0.100650583097291	0.312	0.137	2.70516263196794e-89	"Cycling B"	"SUCLA2"
"HBS1L"	1.56377132076518e-93	0.0933230283272258	0.305	0.133	2.96897622960477e-89	"Cycling B"	"HBS1L"
"ISOC2"	1.66837864626201e-93	0.15209624020892	0.323	0.148	3.16758369779304e-89	"Cycling B"	"ISOC2"
"ACAD9"	2.04525893546261e-93	0.115208168163041	0.204	0.071	3.8831286148693e-89	"Cycling B"	"ACAD9"
"U2AF2"	2.92006442668905e-93	0.125011345718105	0.491	0.258	5.54403432051183e-89	"Cycling B"	"U2AF2"
"TUBGCP3"	3.13789864488853e-93	0.103911275825879	0.219	0.08	5.95761436718536e-89	"Cycling B"	"TUBGCP3"
"TXNDC12"	3.32962027398458e-93	0.0933450163050427	0.307	0.135	6.32161705218713e-89	"Cycling B"	"TXNDC12"
"SLC25A39"	4.19281775849064e-93	0.163956680010105	0.472	0.251	7.96048379627033e-89	"Cycling B"	"SLC25A39"
"GLA"	4.62238716663676e-93	0.0953495643708577	0.239	0.092	8.77606427457654e-89	"Cycling B"	"GLA"
"HMGN3"	7.85366241004613e-93	0.269829735148355	0.796	0.537	1.49109634517136e-88	"Cycling B"	"HMGN3"
"CLTA"	8.36784352140864e-93	0.257350579705368	0.788	0.537	1.58871877097464e-88	"Cycling B"	"CLTA"
"LARP7"	9.18612463571027e-93	0.109373017389197	0.457	0.235	1.74407762333595e-88	"Cycling B"	"LARP7"
"FUNDC2"	1.1786706138178e-92	0.125770561255768	0.479	0.251	2.23782402739448e-88	"Cycling B"	"FUNDC2"
"PDLIM7"	1.34039229221605e-92	0.129337149066624	0.236	0.092	2.54486880600139e-88	"Cycling B"	"PDLIM7"
"HDLBP"	1.55938007037715e-92	0.108612841091957	0.359	0.17	2.96063900161806e-88	"Cycling B"	"HDLBP"
"EED"	1.65061282409043e-92	0.103441512586404	0.353	0.166	3.13385350781809e-88	"Cycling B"	"EED"
"CHCHD3"	1.70493346061675e-92	0.107201681524316	0.455	0.233	3.23698666832697e-88	"Cycling B"	"CHCHD3"
"DCLRE1B"	1.89958316691972e-92	0.107032278489906	0.082	0.007	3.60654860071378e-88	"Cycling B"	"DCLRE1B"
"TARDBP"	1.91942478789458e-92	0.0895244247208529	0.248	0.098	3.64421990229666e-88	"Cycling B"	"TARDBP"
"RPL3"	2.0499395802389e-92	0.223772856315277	0.997	0.983	3.89201528704157e-88	"Cycling B"	"RPL3"
"TOP1"	2.16326245010602e-92	0.251246944061859	0.741	0.487	4.1071700877713e-88	"Cycling B"	"TOP1"
"FAM107B"	2.6222810981807e-92	0.28327758956439	0.61	0.374	4.97866289300588e-88	"Cycling B"	"FAM107B"
"SDHB"	2.65485580616939e-92	0.142840172686267	0.525	0.284	5.0405092335932e-88	"Cycling B"	"SDHB"
"AK3"	2.66846843573268e-92	0.0866367288174604	0.291	0.125	5.06635417208207e-88	"Cycling B"	"AK3"
"TRAPPC2L"	3.59304309919425e-92	0.135732739514051	0.526	0.286	6.8217516281302e-88	"Cycling B"	"TRAPPC2L"
"APOLD1"	3.71116586803932e-92	0.140822787523643	0.123	0.027	7.04601951705945e-88	"Cycling B"	"APOLD1"
"SMARCC2"	3.71385953787617e-92	0.104875427674449	0.353	0.166	7.05113371861169e-88	"Cycling B"	"SMARCC2"
"UBAP2"	3.81956489065458e-92	0.0842126235715804	0.263	0.107	7.25182590139678e-88	"Cycling B"	"UBAP2"
"DCP2"	3.88786683468884e-92	0.168895788867363	0.543	0.303	7.38150397234024e-88	"Cycling B"	"DCP2"
"C12orf65"	3.93513408153708e-92	0.125509821131392	0.202	0.071	7.47124556720629e-88	"Cycling B"	"C12orf65"
"TMEM109"	4.20190287622405e-92	0.15036869286747	0.35	0.167	7.97773280079898e-88	"Cycling B"	"TMEM109"
"DNAJC19"	5.20891649563032e-92	0.11693766124908	0.471	0.248	9.88964885860373e-88	"Cycling B"	"DNAJC19"
"CEP85"	8.40728786461277e-92	0.102429991697297	0.122	0.026	1.59620767397538e-87	"Cycling B"	"CEP85"
"THOC6"	9.19036802430744e-92	0.0955765996837472	0.334	0.153	1.74488327309501e-87	"Cycling B"	"THOC6"
"RANGRF"	1.0646095742068e-91	0.117751436211241	0.385	0.187	2.02126773758902e-87	"Cycling B"	"RANGRF"
"METTL9"	1.17835712368297e-91	0.110432698683957	0.443	0.227	2.23722883502449e-87	"Cycling B"	"METTL9"
"CDK11B"	1.35584475382366e-91	0.0792721064426789	0.286	0.122	2.57420684960961e-87	"Cycling B"	"CDK11B"
"XRCC4"	1.55513671411754e-91	0.120093350268049	0.16	0.046	2.95258256542357e-87	"Cycling B"	"XRCC4"
"MNS1"	1.74629646895043e-91	0.100457842929377	0.072	0.004	3.31551847594929e-87	"Cycling B"	"MNS1"
"ATP2A2"	2.5506180861972e-91	0.0850709389562978	0.266	0.11	4.84260349845401e-87	"Cycling B"	"ATP2A2"
"ISCA2"	2.80966259444876e-91	0.101542066387551	0.385	0.187	5.33442540182041e-87	"Cycling B"	"ISCA2"
"FOXRED1"	3.00969320414167e-91	0.0977006706744205	0.218	0.08	5.71420351738338e-87	"Cycling B"	"FOXRED1"
"TMEM70"	3.1251951113249e-91	0.110630237208723	0.352	0.166	5.93349543836146e-87	"Cycling B"	"TMEM70"
"ARL2"	3.35567205945762e-91	0.122384079512359	0.135	0.033	6.37107897208623e-87	"Cycling B"	"ARL2"
"ING1"	3.47639559504145e-91	0.099271158921116	0.148	0.04	6.60028467674571e-87	"Cycling B"	"ING1"
"USP37"	3.67423908891992e-91	0.117238158795211	0.161	0.047	6.97591033422336e-87	"Cycling B"	"USP37"
"ABHD3"	3.9688273164839e-91	0.0839902588274344	0.292	0.126	7.53521554307633e-87	"Cycling B"	"ABHD3"
"CRIPT"	4.0559140819206e-91	0.0610858892930937	0.322	0.145	7.70055847593445e-87	"Cycling B"	"CRIPT"
"RPS21"	4.69193493553521e-91	0.221232151876469	0.998	0.986	8.90810766860715e-87	"Cycling B"	"RPS21"
"NNT"	5.52505553202222e-91	0.108577364585946	0.275	0.116	1.04898704330974e-86	"Cycling B"	"NNT"
"ILVBL"	9.12869051544024e-91	0.0938082710959049	0.147	0.04	1.73317318126148e-86	"Cycling B"	"ILVBL"
"ISYNA1"	9.13641648771034e-91	0.114898990761965	0.106	0.018	1.73464003435669e-86	"Cycling B"	"ISYNA1"
"PTPN7"	1.02136496874481e-90	0.179500439620071	0.524	0.291	1.93916352965889e-86	"Cycling B"	"PTPN7"
"SLC38A2"	1.1964982118163e-90	0.110605229770349	0.233	0.089	2.27167150495443e-86	"Cycling B"	"SLC38A2"
"CISD1"	1.34549845677243e-90	0.111429449421311	0.322	0.147	2.55456337002814e-86	"Cycling B"	"CISD1"
"SSSCA1"	1.94844731046928e-90	0.109490779750282	0.37	0.178	3.69932206365698e-86	"Cycling B"	"SSSCA1"
"HNRNPUL2"	1.99133041147479e-90	0.104649294311095	0.148	0.04	3.78073991922604e-86	"Cycling B"	"HNRNPUL2"
"ALMS1"	2.13543481855154e-90	0.109226077693709	0.112	0.022	4.05433654650195e-86	"Cycling B"	"ALMS1"
"TSEN15"	2.58346318961406e-90	0.102798683865054	0.221	0.083	4.90496321180125e-86	"Cycling B"	"TSEN15"
"RAB11A"	2.64748868525327e-90	0.161456027171709	0.638	0.372	5.02652201782186e-86	"Cycling B"	"RAB11A"
"CNOT10"	2.72963270682711e-90	0.0963322566570939	0.247	0.099	5.18248065718196e-86	"Cycling B"	"CNOT10"
"TXNDC9"	3.09466475586406e-90	0.110817400045815	0.376	0.183	5.87553050548351e-86	"Cycling B"	"TXNDC9"
"NDUFAB1"	3.10346060322011e-90	0.262381370013756	0.752	0.497	5.8922303012737e-86	"Cycling B"	"NDUFAB1"
"CHD4"	3.32636707180912e-90	0.107836955935695	0.478	0.253	6.31544052253679e-86	"Cycling B"	"CHD4"
"MRPL42"	3.8441173975663e-90	0.104566918811301	0.376	0.182	7.29844129101938e-86	"Cycling B"	"MRPL42"
"SCOC"	5.59179146481398e-90	0.109555242673413	0.275	0.117	1.06165752750958e-85	"Cycling B"	"SCOC"
"PPIE"	6.19577584012498e-90	0.0932896225740363	0.376	0.182	1.17633000100613e-85	"Cycling B"	"PPIE"
"KIF5B"	8.94878167355788e-90	0.144306737368608	0.525	0.293	1.6990156885417e-85	"Cycling B"	"KIF5B"
"PREB"	9.82665056386349e-90	0.0833258794054495	0.291	0.127	1.86568787605512e-85	"Cycling B"	"PREB"
"AAAS"	9.86563046335456e-90	0.102082592516934	0.236	0.093	1.8730885997725e-85	"Cycling B"	"AAAS"
"DDX39B"	1.26532798617416e-89	0.09862218412003	0.302	0.134	2.40235171455027e-85	"Cycling B"	"DDX39B"
"COX20"	1.28830651420002e-89	0.109364295971558	0.388	0.191	2.44597874786016e-85	"Cycling B"	"COX20"
"RABIF"	1.35151643259206e-89	0.0916247863071806	0.295	0.129	2.56598909891928e-85	"Cycling B"	"RABIF"
"NDUFA11"	1.48703433786706e-89	0.153656390234305	0.41	0.21	2.82328339387441e-85	"Cycling B"	"NDUFA11"
"NME4"	1.54771267182348e-89	0.122264343524486	0.159	0.047	2.93848727872407e-85	"Cycling B"	"NME4"
"YY1"	1.67938721106866e-89	0.111547995096673	0.518	0.282	3.18848455893496e-85	"Cycling B"	"YY1"
"PNP"	1.82611135305176e-89	0.121546273164807	0.225	0.086	3.46705501490407e-85	"Cycling B"	"PNP"
"NT5DC1"	1.9072578384996e-89	0.0768864276662616	0.286	0.122	3.62111973217535e-85	"Cycling B"	"NT5DC1"
"CPSF2"	2.26165469116012e-89	0.0833351251924432	0.234	0.091	4.29397759663661e-85	"Cycling B"	"CPSF2"
"CENPC"	2.33768163072942e-89	0.0994965248906847	0.392	0.194	4.43832234410287e-85	"Cycling B"	"CENPC"
"EEF1AKMT2"	4.03918442941726e-89	0.115616710066572	0.184	0.062	7.66879555769161e-85	"Cycling B"	"EEF1AKMT2"
"GLRX3"	4.57428367276396e-89	0.150957733235203	0.555	0.31	8.68473498110965e-85	"Cycling B"	"GLRX3"
"TNPO1"	5.061674212778e-89	0.0818283229917649	0.303	0.134	9.6100946603803e-85	"Cycling B"	"TNPO1"
"SFR1"	6.62141918564239e-89	0.10864984546373	0.148	0.041	1.25714264658606e-84	"Cycling B"	"SFR1"
"NUBP2"	6.68409976168358e-89	0.0850816423278208	0.391	0.191	1.26904318075324e-84	"Cycling B"	"NUBP2"
"KIF24"	6.83803217993636e-89	0.117382111311435	0.066	0.002	1.29826878968272e-84	"Cycling B"	"KIF24"
"TOR2A"	7.85918044567807e-89	0.0659755292543678	0.177	0.057	1.49214399941644e-84	"Cycling B"	"TOR2A"
"IPO7"	9.2498906038418e-89	0.0995552087050683	0.355	0.169	1.7561842300454e-84	"Cycling B"	"IPO7"
"AHCTF1"	1.13812807755776e-88	0.0900136810199144	0.181	0.06	2.16084996805115e-84	"Cycling B"	"AHCTF1"
"USP5"	1.23175583364994e-88	0.0950435038900537	0.231	0.09	2.33861162576778e-84	"Cycling B"	"USP5"
"ZNF511"	1.56059584460675e-88	0.0866087478719622	0.303	0.135	2.96294727057037e-84	"Cycling B"	"ZNF511"
"NCBP1"	1.62083783370915e-88	0.086136833632051	0.234	0.091	3.07732271108019e-84	"Cycling B"	"NCBP1"
"MRPS2"	1.76396104163884e-88	0.121632727824906	0.324	0.151	3.34905643365551e-84	"Cycling B"	"MRPS2"
"SNRPB2"	1.83451976707844e-88	0.178579260500186	0.641	0.384	3.48301922977514e-84	"Cycling B"	"SNRPB2"
"YAF2"	1.90149292183159e-88	0.0823029828144563	0.302	0.134	3.61017446138946e-84	"Cycling B"	"YAF2"
"RNF4"	1.90496388404431e-88	0.0770111121935939	0.342	0.16	3.61676443024653e-84	"Cycling B"	"RNF4"
"ATG4B"	1.9701289191579e-88	0.0943718984171631	0.329	0.152	3.74048676591318e-84	"Cycling B"	"ATG4B"
"PANK2"	1.98192805755305e-88	0.103717766541097	0.316	0.145	3.76288861007023e-84	"Cycling B"	"PANK2"
"INF2"	2.15165374348148e-88	0.0981538110717281	0.195	0.068	4.08512979737395e-84	"Cycling B"	"INF2"
"PCBD1"	2.34983910010617e-88	0.108523752416398	0.355	0.17	4.46140451546158e-84	"Cycling B"	"PCBD1"
"DYNLT1"	2.57020472975662e-88	0.0931558332035506	0.286	0.124	4.87979069991591e-84	"Cycling B"	"DYNLT1"
"PEBP1"	3.54637693980466e-88	0.268503830481116	0.721	0.478	6.73315125791312e-84	"Cycling B"	"PEBP1"
"EIF2AK1"	3.6112310601944e-88	0.107239800282534	0.378	0.186	6.85628329088509e-84	"Cycling B"	"EIF2AK1"
"CENPI"	3.74409124684076e-88	0.093662851025577	0.063	0.001	7.10853164125186e-84	"Cycling B"	"CENPI"
"U2SURP"	4.07724013667126e-88	0.155633796151271	0.575	0.329	7.74104812348406e-84	"Cycling B"	"U2SURP"
"REC8"	4.12959069885419e-88	0.101634660005307	0.189	0.065	7.84044090084457e-84	"Cycling B"	"REC8"
"RNF34"	4.22029995356869e-88	0.0953862541664254	0.231	0.09	8.01266149184552e-84	"Cycling B"	"RNF34"
"INTS14"	5.22219607998116e-88	0.105502214990649	0.222	0.085	9.91486147745222e-84	"Cycling B"	"INTS14"
"RNF26"	6.23483894739713e-88	0.109998828316091	0.16	0.048	1.18374652255282e-83	"Cycling B"	"RNF26"
"POLR1E"	7.8399909157301e-88	0.0899590258996235	0.206	0.075	1.48850067526052e-83	"Cycling B"	"POLR1E"
"DERL3"	8.11731776971927e-88	0.0986697167815244	0.205	0.074	1.5411539517589e-83	"Cycling B"	"DERL3"
"DECR1"	9.0128166652029e-88	0.106437423035718	0.427	0.219	1.71117337205542e-83	"Cycling B"	"DECR1"
"DNAJC15"	2.57870018759303e-87	0.233057319185562	0.711	0.458	4.89592017616413e-83	"Cycling B"	"DNAJC15"
"CEP63"	3.8893100293823e-87	0.0832821625833837	0.305	0.137	7.38424402178524e-83	"Cycling B"	"CEP63"
"IMPDH1"	4.21322513206405e-87	0.103934328128923	0.189	0.066	7.99922923573681e-83	"Cycling B"	"IMPDH1"
"RPS12"	6.38889013929109e-87	0.20891336454813	1	0.996	1.21299468184581e-82	"Cycling B"	"RPS12"
"XPOT"	6.72089123574596e-87	0.119674116221672	0.176	0.058	1.27602841001873e-82	"Cycling B"	"XPOT"
"RPL27A"	7.12785497063755e-87	0.24631177903578	0.973	0.876	1.35329454472524e-82	"Cycling B"	"RPL27A"
"MRM2"	8.77979259135818e-87	0.108794364237198	0.252	0.105	1.66693142139526e-82	"Cycling B"	"MRM2"
"CCHCR1"	9.23485785354412e-87	0.108791062931638	0.132	0.033	1.75333011207389e-82	"Cycling B"	"CCHCR1"
"KXD1"	1.0052142338141e-86	0.131154933279918	0.49	0.262	1.90849974431944e-82	"Cycling B"	"KXD1"
"AP002360.1"	1.02681523698569e-86	0.116026235030576	0.192	0.068	1.94951140894102e-82	"Cycling B"	"AP002360.1"
"BAG1"	1.23864949767873e-86	0.097589125732311	0.322	0.149	2.35169993629285e-82	"Cycling B"	"BAG1"
"SMIM27"	1.60887932855709e-86	0.0976178901783791	0.266	0.113	3.05461829319849e-82	"Cycling B"	"SMIM27"
"SAP130"	1.63853990697752e-86	0.0999016166687371	0.146	0.041	3.11093186738753e-82	"Cycling B"	"SAP130"
"GSS"	1.70167603130461e-86	0.115518525480827	0.122	0.028	3.23080211303493e-82	"Cycling B"	"GSS"
"NPM1"	1.9249291512831e-86	0.330489857353264	0.981	0.942	3.65467048662609e-82	"Cycling B"	"NPM1"
"FKBP4"	2.00077390042848e-86	0.122446588197488	0.209	0.078	3.79866932735351e-82	"Cycling B"	"FKBP4"
"CETN3"	2.00386525730302e-86	0.096968901276612	0.251	0.104	3.80453857751551e-82	"Cycling B"	"CETN3"
"CEP131"	2.12822177843768e-86	0.102949920277553	0.125	0.03	4.04064186854177e-82	"Cycling B"	"CEP131"
"N4BP2"	2.21080407312911e-86	0.0885068508145631	0.173	0.056	4.19743261324292e-82	"Cycling B"	"N4BP2"
"NDUFA8"	2.34447917713431e-86	0.107139901494219	0.43	0.222	4.4512281657072e-82	"Cycling B"	"NDUFA8"
"HYI"	2.56004215898589e-86	0.109950428661082	0.12	0.027	4.86049604305061e-82	"Cycling B"	"HYI"
"NTHL1"	2.69507784314813e-86	0.116569814983938	0.178	0.059	5.11687479300103e-82	"Cycling B"	"NTHL1"
"THYN1"	2.99084674204013e-86	0.0871713062934556	0.339	0.159	5.67842162443739e-82	"Cycling B"	"THYN1"
"CCT3"	3.26435847027621e-86	0.243579464098062	0.698	0.446	6.19771099166641e-82	"Cycling B"	"CCT3"
"DR1"	3.61912567781514e-86	0.0985790693847315	0.459	0.242	6.87127201189982e-82	"Cycling B"	"DR1"
"CCDC25"	3.75246351709623e-86	0.084235898609303	0.373	0.183	7.1244272335589e-82	"Cycling B"	"CCDC25"
"MTX1"	4.06177096061608e-86	0.0977959735490082	0.377	0.186	7.7116783458257e-82	"Cycling B"	"MTX1"
"UPF3B"	4.15854326285394e-86	0.0802554521691418	0.381	0.188	7.89541023885449e-82	"Cycling B"	"UPF3B"
"THRAP3"	4.43272139315328e-86	0.197081549233605	0.683	0.424	8.41596483704082e-82	"Cycling B"	"THRAP3"
"RAE1"	4.76379448720686e-86	0.0758508420128783	0.339	0.16	9.04454021341094e-82	"Cycling B"	"RAE1"
"EXOSC10"	4.91593080063114e-86	0.0832256757680306	0.283	0.124	9.33338621807828e-82	"Cycling B"	"EXOSC10"
"SEH1L"	5.03880229812946e-86	0.0950455536473875	0.29	0.129	9.5666700432286e-82	"Cycling B"	"SEH1L"
"OARD1"	5.5625370814917e-86	0.0933248410137639	0.329	0.154	1.05610329029201e-81	"Cycling B"	"OARD1"
"S100PBP"	6.9183388340902e-86	0.0847964648645472	0.269	0.115	1.31351581104037e-81	"Cycling B"	"S100PBP"
"TMEM116"	7.52944387301272e-86	0.100988353777301	0.151	0.044	1.4295402137302e-81	"Cycling B"	"TMEM116"
"RTF1"	8.40400708717779e-86	0.101982169459011	0.41	0.209	1.59558478557158e-81	"Cycling B"	"RTF1"
"ZC3H18"	8.76846721102395e-86	0.0823329227984723	0.241	0.098	1.66478118468501e-81	"Cycling B"	"ZC3H18"
"NIPSNAP2"	8.80869293215219e-86	0.0902332227649359	0.273	0.118	1.67241844009842e-81	"Cycling B"	"NIPSNAP2"
"ZNF726"	1.14734394857899e-85	0.109922641510391	0.115	0.025	2.17834722077207e-81	"Cycling B"	"ZNF726"
"TBC1D10B"	1.21182019511036e-85	0.0892488898662597	0.133	0.034	2.30076182243652e-81	"Cycling B"	"TBC1D10B"
"DCUN1D5"	1.36733834958216e-85	0.10122416009263	0.379	0.188	2.59602859051668e-81	"Cycling B"	"DCUN1D5"
"HTRA2"	1.4256072560013e-85	0.0586202889214137	0.345	0.163	2.70665793624408e-81	"Cycling B"	"HTRA2"
"ELP6"	1.52996691437121e-85	0.0780819049211418	0.37	0.18	2.90479518362518e-81	"Cycling B"	"ELP6"
"EXOSC2"	1.59019160786061e-85	0.104496893540179	0.15	0.044	3.01913778668415e-81	"Cycling B"	"EXOSC2"
"TRAF2"	1.61239535837831e-85	0.100363463063137	0.158	0.048	3.06129382741707e-81	"Cycling B"	"TRAF2"
"BCKDK"	1.68017679023427e-85	0.075013994240988	0.251	0.104	3.18998365393879e-81	"Cycling B"	"BCKDK"
"IDH3A"	1.88953687028556e-85	0.0933110492697184	0.272	0.118	3.58747470192417e-81	"Cycling B"	"IDH3A"
"ATP6V1C1"	2.01443029629152e-85	0.0989438661761621	0.247	0.102	3.82459736053908e-81	"Cycling B"	"ATP6V1C1"
"MAT2A"	2.07155375713816e-85	0.119955397889521	0.415	0.214	3.93305196330252e-81	"Cycling B"	"MAT2A"
"RBBP4"	2.33737703833684e-85	0.279779014010435	0.84	0.611	4.43774404498632e-81	"Cycling B"	"RBBP4"
"TMEM107"	2.39144455760525e-85	0.0560367621093819	0.279	0.122	4.54039663706932e-81	"Cycling B"	"TMEM107"
"DBF4B"	2.67611214074019e-85	0.0921882216219852	0.097	0.016	5.08086651040932e-81	"Cycling B"	"DBF4B"
"EMC6"	2.76362319085059e-85	0.125497351642782	0.572	0.325	5.24701499014894e-81	"Cycling B"	"EMC6"
"MUTYH"	2.88724325622255e-85	0.0976441061270161	0.19	0.067	5.48172004626413e-81	"Cycling B"	"MUTYH"
"ALDH7A1"	3.29772763662939e-85	0.117807969595967	0.086	0.011	6.26106569090457e-81	"Cycling B"	"ALDH7A1"
"AP3S1"	5.53462905813919e-85	0.222842367143178	0.602	0.364	1.05080467297831e-80	"Cycling B"	"AP3S1"
"SLC25A17"	5.62126034451883e-85	0.0887788726813488	0.197	0.071	1.06725248901034e-80	"Cycling B"	"SLC25A17"
"SZRD1"	6.18198089614062e-85	0.0960879181499289	0.456	0.24	1.17371089294126e-80	"Cycling B"	"SZRD1"
"ALDH16A1"	7.81734051071563e-85	0.0884867086568819	0.228	0.09	1.48420026936447e-80	"Cycling B"	"ALDH16A1"
"RBFA"	9.26879417090382e-85	0.0822830367612805	0.242	0.099	1.7597732612878e-80	"Cycling B"	"RBFA"
"BCAP29"	1.05227348878464e-84	0.0988014077705169	0.136	0.036	1.99784644580652e-80	"Cycling B"	"BCAP29"
"TAF9"	1.29879795764183e-84	0.12500935851212	0.529	0.295	2.46589780237877e-80	"Cycling B"	"TAF9"
"AKT1"	1.36336373948607e-84	0.0953798322439842	0.165	0.053	2.58848239578825e-80	"Cycling B"	"AKT1"
"FAM162A"	1.58685931276962e-84	0.142717659384918	0.295	0.136	3.0128110912244e-80	"Cycling B"	"FAM162A"
"DGCR8"	1.71569216852135e-84	0.107429949143791	0.128	0.032	3.25741315115463e-80	"Cycling B"	"DGCR8"
"UBE2M"	2.02934675488268e-84	0.102267762214119	0.194	0.07	3.85291774882025e-80	"Cycling B"	"UBE2M"
"PDF"	2.0553839679932e-84	0.0938750550349496	0.186	0.065	3.90235200163188e-80	"Cycling B"	"PDF"
"VPS26C"	2.58172568887025e-84	0.081887548968455	0.221	0.086	4.90166439288906e-80	"Cycling B"	"VPS26C"
"HSP90AA1"	2.61349348704702e-84	0.152427968255077	0.953	0.855	4.96197873450747e-80	"Cycling B"	"HSP90AA1"
"RAD23B"	2.66386465568224e-84	0.128128477110336	0.447	0.237	5.0576134352783e-80	"Cycling B"	"RAD23B"
"TRIAP1"	2.83597094268022e-84	0.0801864499612814	0.317	0.147	5.38437443177267e-80	"Cycling B"	"TRIAP1"
"MRPL19"	3.18747445231904e-84	0.0993987765010365	0.284	0.127	6.05173899517292e-80	"Cycling B"	"MRPL19"
"GAR1"	3.20400605685494e-84	0.0920318054747992	0.242	0.1	6.08312589954479e-80	"Cycling B"	"GAR1"
"FAM96A"	3.58958343042202e-84	0.161382919765588	0.698	0.432	6.81518310099924e-80	"Cycling B"	"FAM96A"
"MPST"	4.17561216271291e-84	0.0901151245637262	0.288	0.129	7.92781725212673e-80	"Cycling B"	"MPST"
"THOC1"	4.17941800542044e-84	0.0788047766741376	0.187	0.065	7.93504302509125e-80	"Cycling B"	"THOC1"
"GNB1"	4.47331054191795e-84	0.120262566864278	0.48	0.261	8.49302739488543e-80	"Cycling B"	"GNB1"
"AIFM1"	5.11132479918255e-84	0.0846421078259048	0.232	0.093	9.70436126372799e-80	"Cycling B"	"AIFM1"
"MRPL28"	5.11500928509757e-84	0.110803506919236	0.476	0.255	9.71135662868624e-80	"Cycling B"	"MRPL28"
"AC016773.1"	6.18229465225312e-84	0.13786284771264	0.106	0.021	1.17377046267678e-79	"Cycling B"	"AC016773.1"
"GMCL1"	6.5351241894904e-84	0.0921152263495786	0.256	0.109	1.24075867861665e-79	"Cycling B"	"GMCL1"
"NHP2"	6.59997507838898e-84	0.247041146844734	0.698	0.449	1.25307126838293e-79	"Cycling B"	"NHP2"
"TAX1BP3"	6.90017818165447e-84	0.0918455095422481	0.183	0.064	1.31006782956892e-79	"Cycling B"	"TAX1BP3"
"AHI1"	6.90826585317076e-84	0.107352172505387	0.159	0.05	1.311603354883e-79	"Cycling B"	"AHI1"
"ETFB"	7.43778847691955e-84	0.146957371386902	0.558	0.319	1.41213852022795e-79	"Cycling B"	"ETFB"
"DIAPH1"	8.02976641034846e-84	0.0603040507801048	0.356	0.172	1.52453145066876e-79	"Cycling B"	"DIAPH1"
"PM20D2"	8.69846994077336e-84	0.0710820205379356	0.288	0.128	1.65149150295523e-79	"Cycling B"	"PM20D2"
"CLPTM1L"	9.40594731597832e-84	0.0675861398417246	0.251	0.105	1.78581315741164e-79	"Cycling B"	"CLPTM1L"
