"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"IGLV5-37"	0.00379813429350116	2.90296636680054	0.016	0.003	1	"prePB"	"IGLV5-37"
"DNAJC41"	0.00382566722944421	0.287723725154653	0.396	0.324	1	"prePB"	"DNAJC4"
"JADE11"	0.00387808676182983	0.256846792166476	0.209	0.141	1	"prePB"	"JADE1"
"RTF21"	0.00388780427750393	0.330418907683414	0.487	0.422	1	"prePB"	"RTF2"
"TPP11"	0.00390512870072069	0.28738176095585	0.283	0.211	1	"prePB"	"TPP1"
"TMEM161A2"	0.00391259103542938	0.188073367234969	0.241	0.166	1	"prePB"	"TMEM161A"
"EVI5"	0.00391456390571608	0.0946333290855962	0.144	0.085	1	"prePB"	"EVI5"
"DMPK"	0.00391535016949087	0.134208503036135	0.086	0.043	1	"prePB"	"DMPK"
"PIK3CG1"	0.00395945404900527	0.253757672850404	0.326	0.254	1	"prePB"	"PIK3CG"
"TCEAL81"	0.00398731182789756	0.213057686720076	0.289	0.214	1	"prePB"	"TCEAL8"
"ENO12"	0.00401254077096199	0.11939754700664	0.834	0.734	1	"prePB"	"ENO1"
"VOPP12"	0.00402294178005524	0.308295677028376	0.455	0.395	1	"prePB"	"VOPP1"
"CR22"	0.00405797981122697	0.188571563708526	0.508	0.413	1	"prePB"	"CR2"
"CREBRF1"	0.00407764964607781	0.207596014075477	0.241	0.166	1	"prePB"	"CREBRF"
"CFAP541"	0.0041590231890107	0.0139244286801417	0.011	0.002	1	"prePB"	"CFAP54"
"P3H4"	0.0041590231890107	0.0123428197408413	0.011	0.002	1	"prePB"	"P3H4"
"SPAG4"	0.00416227075738002	0.0240474884555317	0.021	0.005	1	"prePB"	"SPAG4"
"MS4A71"	0.00416842728497366	0.272763929825825	0.193	0.127	1	"prePB"	"MS4A7"
"KCNMB42"	0.00418194834720234	0.229338616432247	0.091	0.048	1	"prePB"	"KCNMB4"
"C4BPB"	0.0041878861672792	0.0185861671899313	0.011	0.002	1	"prePB"	"C4BPB"
"AL008729.2"	0.0041878861672792	0.0149810206365938	0.011	0.002	1	"prePB"	"AL008729.2"
"SHISA81"	0.00425013688087997	0.205491001736213	0.118	0.067	1	"prePB"	"SHISA8"
"TMX12"	0.00431252159474553	0.254702070597769	0.396	0.326	1	"prePB"	"TMX1"
"DDRGK11"	0.00431603290721172	0.289777416426433	0.235	0.172	1	"prePB"	"DDRGK1"
"IGKV3D-71"	0.00437099556379132	0.0738244838185034	0.027	0.008	1	"prePB"	"IGKV3D-7"
"DDAH2"	0.00443741264545899	0.186484529461796	0.144	0.087	1	"prePB"	"DDAH2"
"MRPS18A2"	0.00444479427412817	0.232837384529463	0.337	0.267	1	"prePB"	"MRPS18A"
"LINC01160"	0.00444742543674288	0.043758244255324	0.021	0.006	1	"prePB"	"LINC01160"
"AC146944.4"	0.00445311278988107	0.0626814862828253	0.016	0.003	1	"prePB"	"AC146944.4"
"CYS1"	0.00448693960596219	0.0808259610665087	0.048	0.019	1	"prePB"	"CYS1"
"ACAA12"	0.00460944241303891	0.326956284243579	0.332	0.265	1	"prePB"	"ACAA1"
"CAPN121"	0.00463931642555832	0.0274962974613098	0.064	0.029	1	"prePB"	"CAPN12"
"AC004130.11"	0.00464489280603721	0.213908731855275	0.123	0.072	1	"prePB"	"AC004130.1"
"RAB5B1"	0.00466110567957641	0.234072093748035	0.193	0.13	1	"prePB"	"RAB5B"
"LHPP2"	0.00467326908788396	0.322152054827965	0.353	0.284	1	"prePB"	"LHPP"
"MGMT1"	0.00470822472744582	0.308772380437241	0.38	0.313	1	"prePB"	"MGMT"
"Z98749.31"	0.00471366716341372	0.125936672330891	0.123	0.071	1	"prePB"	"Z98749.3"
"SIRPB1"	0.00473071351706134	0.0613877859227441	0.027	0.008	1	"prePB"	"SIRPB1"
"ZNF4281"	0.00473430247612883	0.209171801779059	0.476	0.406	1	"prePB"	"ZNF428"
"RP92"	0.00475827147264542	0.238676489482531	0.225	0.158	1	"prePB"	"RP9"
"BCL7A1"	0.00479402634677072	0.211476769609824	0.62	0.541	1	"prePB"	"BCL7A"
"ACO22"	0.00486289119931358	0.245702523640844	0.439	0.372	1	"prePB"	"ACO2"
"ZNF4801"	0.00494251690885685	0.171121708439816	0.144	0.088	1	"prePB"	"ZNF480"
"DDX4"	0.00502734321776474	0.0348012659368827	0.005	0	1	"prePB"	"DDX4"
"RPS6KB2-AS1"	0.00502734321776474	0.0274541919805767	0.005	0	1	"prePB"	"RPS6KB2-AS1"
"PLAU"	0.00502734321776474	0.0241499343485629	0.005	0	1	"prePB"	"PLAU"
"AP003680.1"	0.00502734321776474	0.0143485686570093	0.005	0	1	"prePB"	"AP003680.1"
"TRAV26-21"	0.00503508450694388	0.024981855265626	0.005	0	1	"prePB"	"TRAV26-2"
"NTN5"	0.00503508450694388	0.0139662737927745	0.005	0	1	"prePB"	"NTN5"
"AC037487.2"	0.00503508450694388	0.0124143192074565	0.005	0	1	"prePB"	"AC037487.2"
"ATP5MF-PTCD1"	0.00503508450694388	0.0100739305737483	0.005	0	1	"prePB"	"ATP5MF-PTCD1"
"KCNQ3"	0.00504283657173989	0.0115727717009911	0.005	0	1	"prePB"	"KCNQ3"
"AC107067.1"	0.00504283657173989	0.0115236922704097	0.005	0	1	"prePB"	"AC107067.1"
"PCOLCE2"	0.00504283657173989	0.0102487036901208	0.005	0	1	"prePB"	"PCOLCE2"
"F2RL3"	0.00504283657173989	0.00968773751152549	0.005	0	1	"prePB"	"F2RL3"
"SLC16A5"	0.00504283657173989	0.00828973024414315	0.005	0	1	"prePB"	"SLC16A5"
"SALL2"	0.00504283657173989	0.00684794438800921	0.005	0	1	"prePB"	"SALL2"
"PGAM2"	0.00505059942524276	0.0152969559140198	0.005	0	1	"prePB"	"PGAM2"
"AL136418.1"	0.00505059942524276	0.0123734368546407	0.005	0	1	"prePB"	"AL136418.1"
"MAOB"	0.00505059942524276	0.00852376712010345	0.005	0	1	"prePB"	"MAOB"
"AC018781.1"	0.00505059942524276	0.00649219469323062	0.005	0	1	"prePB"	"AC018781.1"
"LINC02067"	0.00505059942524276	0.00490106362019263	0.005	0	1	"prePB"	"LINC02067"
"LINC02019"	0.00505059942524276	0.00485961424985552	0.005	0	1	"prePB"	"LINC02019"
"AP003419.2"	0.00505837308055538	0.01189058993817	0.005	0	1	"prePB"	"AP003419.2"
"AC106900.2"	0.00505837308055538	0.00602890154263694	0.005	0	1	"prePB"	"AC106900.2"
"CCR2"	0.00506615755079355	0.00857715197475438	0.005	0	1	"prePB"	"CCR2"
"RFX4"	0.00507395284908603	0.00539322231923463	0.005	0	1	"prePB"	"RFX4"
"PTPRZ1"	0.00507395284908603	0.00488071169689021	0.005	0	1	"prePB"	"PTPRZ1"
"KRT5"	0.00507395284908603	0.00432556268220422	0.005	0	1	"prePB"	"KRT5"
"ZSWIM6"	0.00510558680116865	0.0454047147194526	0.07	0.033	1	"prePB"	"ZSWIM6"
"CRTC31"	0.00517106613494429	0.136255948134795	0.096	0.052	1	"prePB"	"CRTC3"
"SYF21"	0.00526505595870424	0.213491988713383	0.636	0.57	1	"prePB"	"SYF2"
"CPM2"	0.00531422550575541	0.325950178986491	0.283	0.213	1	"prePB"	"CPM"
"MIR22HG1"	0.00531664963690539	0.0726327036317806	0.043	0.016	1	"prePB"	"MIR22HG"
"ARSA"	0.00534465661266932	0.126886845411128	0.112	0.064	1	"prePB"	"ARSA"
"LINC016941"	0.0053550144268681	0.0519651478714975	0.021	0.006	1	"prePB"	"LINC01694"
"AC009163.7"	0.00539091222319952	0.0271079183993494	0.011	0.002	1	"prePB"	"AC009163.7"
"ZNF7062"	0.00539281220452533	0.261356936678932	0.615	0.556	1	"prePB"	"ZNF706"
"IQCA1"	0.00542209902996337	0.0516454215070164	0.037	0.014	1	"prePB"	"IQCA1"
"CRELD1"	0.00543020875334507	0.150435057015719	0.102	0.055	1	"prePB"	"CRELD1"
"AL357033.1"	0.00544458707664382	0.011527131563641	0.011	0.002	1	"prePB"	"AL357033.1"
"PARVG1"	0.0054606555061106	0.253251321662635	0.38	0.312	1	"prePB"	"PARVG"
"KCNMB3"	0.00550519328150342	0.131379290055363	0.091	0.048	1	"prePB"	"KCNMB3"
"P4HA11"	0.00552512591527312	0.169480805803926	0.166	0.106	1	"prePB"	"P4HA1"
"SH3GL12"	0.00553091296221719	0.142011895724486	0.139	0.086	1	"prePB"	"SH3GL1"
"FCRLA1"	0.00556917629318557	0.293641100003788	0.674	0.639	1	"prePB"	"FCRLA"
"PPP2R5B1"	0.00557210347718716	0.109700621551808	0.07	0.033	1	"prePB"	"PPP2R5B"
"BTN2A22"	0.00557498368597185	0.183369457504921	0.209	0.14	1	"prePB"	"BTN2A2"
"ATP2B41"	0.00559026361674279	0.0584296112314368	0.048	0.02	1	"prePB"	"ATP2B4"
"ALG22"	0.0056118747717712	0.179644750134747	0.16	0.102	1	"prePB"	"ALG2"
"SLAMF11"	0.00563098507655237	0.241227334940605	0.182	0.119	1	"prePB"	"SLAMF1"
"ACTN21"	0.00563593361973378	0.0408731361122715	0.037	0.014	1	"prePB"	"ACTN2"
"MGAT4A1"	0.00567518957798206	0.32586410361229	0.246	0.181	1	"prePB"	"MGAT4A"
"CNDP22"	0.00582105891828758	0.312157025342816	0.385	0.32	1	"prePB"	"CNDP2"
"NT5C3A"	0.00587471382513062	0.233553734741347	0.332	0.258	1	"prePB"	"NT5C3A"
"TNFAIP32"	0.00593292879461802	0.274122618603372	0.225	0.156	1	"prePB"	"TNFAIP3"
"CALCOCO1"	0.00593922497587711	0.170301436170501	0.123	0.072	1	"prePB"	"CALCOCO1"
"CXCR53"	0.00602585782906924	0.368742137365693	0.406	0.341	1	"prePB"	"CXCR5"
"TMED21"	0.0060631642735857	0.393705906787729	0.412	0.366	1	"prePB"	"TMED2"
"LINC00937"	0.00607175679466381	0.0276134641303676	0.027	0.008	1	"prePB"	"LINC00937"
"ENAM"	0.00614222201022499	0.0319098091724685	0.016	0.004	1	"prePB"	"ENAM"
"AL049869.3"	0.0062959776237329	0.0248654349263523	0.021	0.006	1	"prePB"	"AL049869.3"
"FO393401.11"	0.00631468205405231	0.216233666346087	0.203	0.139	1	"prePB"	"FO393401.1"
"WDTC1"	0.00633095877335077	0.250223588497928	0.209	0.146	1	"prePB"	"WDTC1"
"PKD1L11"	0.00646743661325971	0.115760503601746	0.048	0.02	1	"prePB"	"PKD1L1"
"ABLIM11"	0.00647150049073762	0.321608659023505	0.374	0.306	1	"prePB"	"ABLIM1"
"ETFRF1"	0.00652670093697422	0.129277424181771	0.102	0.056	1	"prePB"	"ETFRF1"
"ATN11"	0.0065433644255981	0.191408088028793	0.118	0.069	1	"prePB"	"ATN1"
"VGLL4"	0.00656029326438233	0.230557575485741	0.401	0.333	1	"prePB"	"VGLL4"
"SERPINA11"	0.00659584936916927	0.0654182526622964	0.021	0.006	1	"prePB"	"SERPINA11"
"PTCH2"	0.00667111392241776	0.0986927290851902	0.048	0.02	1	"prePB"	"PTCH2"
"NUDT222"	0.00674515124172406	0.304810417399836	0.385	0.32	1	"prePB"	"NUDT22"
"LTBP32"	0.00676416678756547	0.174644738298036	0.15	0.095	1	"prePB"	"LTBP3"
"IGLC21"	0.0067846546460631	1.24829146582007	0.439	0.382	1	"prePB"	"IGLC2"
"ABI21"	0.00679675399863886	0.134467679872302	0.118	0.069	1	"prePB"	"ABI2"
"FBXL22"	0.0068371119422855	0.0910627305424276	0.048	0.02	1	"prePB"	"FBXL22"
"OVGP1"	0.00689177723581835	0.0554751651526569	0.011	0.002	1	"prePB"	"OVGP1"
"AC104532.2"	0.00689722260861862	0.0206031330639723	0.011	0.002	1	"prePB"	"AC104532.2"
"MICALL21"	0.00694092492898114	0.0132759092637508	0.011	0.002	1	"prePB"	"MICALL2"
"CYB561A32"	0.00694903372528047	0.293470568673599	0.604	0.56	1	"prePB"	"CYB561A3"
"TCP11L21"	0.00694972248101871	0.150798534038079	0.112	0.064	1	"prePB"	"TCP11L2"
"SNHG22"	0.00696836503022554	0.016272850836778	0.011	0.002	1	"prePB"	"SNHG22"
"TLR10"	0.00697235057713261	0.22656774933706	0.369	0.3	1	"prePB"	"TLR10"
"OTUD7A1"	0.00697548917202526	0.0259712603644694	0.016	0.004	1	"prePB"	"OTUD7A"
"AC098613.1"	0.00702907650628062	0.0118682835207526	0.011	0.002	1	"prePB"	"AC098613.1"
"CD300A"	0.00705127090235424	0.00390506233978944	0.011	0.002	1	"prePB"	"CD300A"
"SLC12A7"	0.00705855057179885	0.0161864902297575	0.016	0.004	1	"prePB"	"SLC12A7"
"AL355472.11"	0.00707035961601208	0.171542999249437	0.075	0.038	1	"prePB"	"AL355472.1"
"ANAPC163"	0.00707958109185871	0.232229946494505	0.69	0.675	1	"prePB"	"ANAPC16"
"MARCH2"	0.00711679443399695	0.0824251834575735	0.075	0.038	1	"prePB"	"MARCH2"
"MYDGF2"	0.00715171516245094	0.290457885465709	0.385	0.324	1	"prePB"	"MYDGF"
"SGCB2"	0.00715796832621478	0.242082520028324	0.128	0.078	1	"prePB"	"SGCB"
"ZNF223"	0.00718968277522302	0.26571849194234	0.326	0.266	1	"prePB"	"ZNF22"
"TRAFD13"	0.00722527798623364	0.250091046144585	0.241	0.176	1	"prePB"	"TRAFD1"
"CKMT2-AS1"	0.00723781628844835	0.145672428303817	0.075	0.038	1	"prePB"	"CKMT2-AS1"
"CCL41"	0.007244817218662	0.108584577353042	0.059	0.027	1	"prePB"	"CCL4"
"CLIP3"	0.00735061720539038	0.0441610613545018	0.021	0.006	1	"prePB"	"CLIP3"
"G0S21"	0.00735389006271437	0.0908253638975039	0.021	0.006	1	"prePB"	"G0S2"
"SRSF52"	0.00738762254908028	0.222467608163974	0.765	0.732	1	"prePB"	"SRSF5"
"FNDC3B"	0.0074608684413286	0.0530501421927431	0.043	0.017	1	"prePB"	"FNDC3B"
"CAB392"	0.00754184740563489	0.246102430702177	0.273	0.209	1	"prePB"	"CAB39"
"KCTD131"	0.0076234611065316	0.120346380608848	0.15	0.095	1	"prePB"	"KCTD13"
"BRF11"	0.00768026162515211	0.0557889112598534	0.08	0.041	1	"prePB"	"BRF1"
"CD163L11"	0.00770800951269161	0.0727273209448642	0.032	0.011	1	"prePB"	"CD163L1"
"IRF71"	0.00776568793565931	0.181993637717668	0.262	0.192	1	"prePB"	"IRF7"
"ANGPTL6"	0.00779417321834402	0.155701989434711	0.07	0.034	1	"prePB"	"ANGPTL6"
"DHPS1"	0.00780977128404135	0.265305949326637	0.369	0.303	1	"prePB"	"DHPS"
"MARCKS2"	0.00789811500801811	0.127954572136487	0.075	0.038	1	"prePB"	"MARCKS"
"C16orf742"	0.00794351589710874	0.107328231107518	0.203	0.133	1	"prePB"	"C16orf74"
"POMGNT11"	0.00796212493144825	0.0669561664333321	0.064	0.031	1	"prePB"	"POMGNT1"
"KCNJ1"	0.00806697229310068	0.039903389847983	0.016	0.004	1	"prePB"	"KCNJ1"
"TRGV3"	0.0080683363923933	0.07427021686087	0.043	0.017	1	"prePB"	"TRGV3"
"CHIC2"	0.00812091779766744	0.165797938950429	0.471	0.394	1	"prePB"	"CHIC2"
"PLEKHG21"	0.00815333126107457	0.210794750091733	0.182	0.124	1	"prePB"	"PLEKHG2"
"GM2A1"	0.00818612672366329	0.234631669793511	0.241	0.177	1	"prePB"	"GM2A"
"ALDH9A1"	0.00820611600727937	0.22602660814216	0.235	0.173	1	"prePB"	"ALDH9A1"
"YPEL32"	0.0082360978216316	0.267592268525015	0.289	0.224	1	"prePB"	"YPEL3"
"Z93241.11"	0.00823955157358068	0.329154379982116	0.171	0.113	1	"prePB"	"Z93241.1"
"FADS3"	0.00824716681265166	0.275146046437133	0.455	0.404	1	"prePB"	"FADS3"
"TNFSF13B"	0.00828117832264718	0.0760787568523953	0.027	0.009	1	"prePB"	"TNFSF13B"
"PTPN71"	0.00830474848832419	0.237450136249259	0.476	0.404	1	"prePB"	"PTPN7"
"MYLPF"	0.00830860237159711	0.0948431270518795	0.027	0.009	1	"prePB"	"MYLPF"
"ITM2C1"	0.00832232863630819	0.077407454630964	0.037	0.014	1	"prePB"	"ITM2C"
"PISD2"	0.00835016092887296	0.213130273493067	0.193	0.133	1	"prePB"	"PISD"
"PAGE52"	0.0083879653361953	0.0786448863229065	0.037	0.014	1	"prePB"	"PAGE5"
"CTSO1"	0.00862400972776904	0.0723464916537995	0.048	0.021	1	"prePB"	"CTSO"
"NCKAP1L1"	0.00863067910570671	0.19459770183042	0.412	0.337	1	"prePB"	"NCKAP1L"
"PRKAG12"	0.00863540514769473	0.255464896990591	0.262	0.195	1	"prePB"	"PRKAG1"
"GZMB"	0.00863697014170411	0.0463172492907725	0.011	0.002	1	"prePB"	"GZMB"
"Z97192.2"	0.00870911952238698	0.0128182845300335	0.011	0.002	1	"prePB"	"Z97192.2"
"PDE9A1"	0.00873410486720308	0.090834279710742	0.075	0.038	1	"prePB"	"PDE9A"
"CPT1C"	0.0087751767638917	0.00811060858921965	0.011	0.002	1	"prePB"	"CPT1C"
"UCKL1-AS1"	0.00893786805595113	0.0570576923854832	0.016	0.004	1	"prePB"	"UCKL1-AS1"
"STARD131"	0.00901036236250754	0.0580970909862225	0.016	0.004	1	"prePB"	"STARD13"
"FGD4"	0.0090297826433274	0.0513887336957291	0.016	0.004	1	"prePB"	"FGD4"
"UNC13D"	0.0090678382971351	0.138244590847391	0.176	0.117	1	"prePB"	"UNC13D"
"TOB2"	0.00909997493458846	0.217924289480024	0.251	0.188	1	"prePB"	"TOB2"
"IFI27L22"	0.00915126284526033	0.237894058327232	0.449	0.395	1	"prePB"	"IFI27L2"
"RILP"	0.00918156144870373	0.0146485017214083	0.016	0.004	1	"prePB"	"RILP"
"CAPZB1"	0.0092000390362578	0.217797639863156	0.813	0.773	1	"prePB"	"CAPZB"
"RIC8B1"	0.00929422345904963	0.17423000177688	0.08	0.042	1	"prePB"	"RIC8B"
"CAT1"	0.00945916365225807	0.293338713456776	0.337	0.274	1	"prePB"	"CAT"
"FBXL17"	0.0094626647547022	0.143111203001745	0.086	0.046	1	"prePB"	"FBXL17"
"FAM90A1"	0.00984989607014479	0.0378552581025412	0.005	0.001	1	"prePB"	"FAM90A1"
"LINC00484.1"	0.00986314095709226	0.0129910470707759	0.005	0.001	1	"prePB"	"LINC00484.1"
"AC011511.5"	0.00986314095709226	0.0111553524038556	0.005	0.001	1	"prePB"	"AC011511.5"
"PTCHD1"	0.00987640171037091	0.018291333600563	0.005	0.001	1	"prePB"	"PTCHD1"
"MAGI2"	0.00987640171037091	0.0118657453919958	0.005	0.001	1	"prePB"	"MAGI2"
"AC073349.1"	0.00987640171037091	0.0083913548159933	0.005	0.001	1	"prePB"	"AC073349.1"
"GRHL31"	0.00988967834612984	0.0187421014533593	0.005	0.001	1	"prePB"	"GRHL3"
"LINC01424"	0.00988967834612984	0.00990604724549894	0.005	0.001	1	"prePB"	"LINC01424"
"AC005091.1"	0.00988967834612984	0.00951609926054929	0.005	0.001	1	"prePB"	"AC005091.1"
"ZNF521"	0.00988967834612984	0.00540167812998954	0.005	0.001	1	"prePB"	"ZNF521"
"AC025219.1"	0.00990297088053067	0.00873069262606515	0.005	0.001	1	"prePB"	"AC025219.1"
"PCDHGC5"	0.00990297088053067	0.00854281746967917	0.005	0.001	1	"prePB"	"PCDHGC5"
"CMTM41"	0.00990297088053067	0.00761644154547875	0.005	0.001	1	"prePB"	"CMTM4"
"MSH4"	0.00990297088053067	0.00697525085206676	0.005	0.001	1	"prePB"	"MSH4"
"AL357153.3"	0.00990297088053067	0.00603471937744466	0.005	0.001	1	"prePB"	"AL357153.3"
"AC137630.4"	0.00990297088053067	0.00577634705721625	0.005	0.001	1	"prePB"	"AC137630.4"
"FLVCR2"	0.00990297088053067	0.00563276694582476	0.005	0.001	1	"prePB"	"FLVCR2"
"CHI3L1"	0.00990297088053067	0.00332919244815901	0.005	0.001	1	"prePB"	"CHI3L1"
"LINC01415"	0.00991627932974753	0.0101326494248167	0.005	0.001	1	"prePB"	"LINC01415"
"AL138689.2"	0.00991627932974753	0.00887403445740895	0.005	0.001	1	"prePB"	"AL138689.2"
"AL591848.3"	0.00991627932974753	0.00799701553681095	0.005	0.001	1	"prePB"	"AL591848.3"
"RIPOR3"	0.00991627932974753	0.00594401186609709	0.005	0.001	1	"prePB"	"RIPOR3"
"AL118558.4"	0.00991627932974753	0.00538656322790437	0.005	0.001	1	"prePB"	"AL118558.4"
"ZBTB20-AS2"	0.00991627932974753	0.00452740674396164	0.005	0.001	1	"prePB"	"ZBTB20-AS2"
"TBC1D8"	5.74724473688331e-215	0.630711492181929	0.241	0.004	1.09117188574466e-210	"FCRL2/3high GC"	"TBC1D8"
"FCRL4"	2.78527206946007e-190	1.02186249798946	0.435	0.019	5.2881175510769e-186	"FCRL2/3high GC"	"FCRL4"
"EBF4"	1.20569994201291e-124	0.187870253581689	0.065	0	2.28914190990572e-120	"FCRL2/3high GC"	"EBF4"
"RASGRP4"	9.86763401404766e-104	0.136796462167797	0.065	0	1.87346899390709e-99	"FCRL2/3high GC"	"RASGRP4"
"ZNF385C1"	8.8440238154637e-77	0.155574475781561	0.074	0.001	1.67912636160394e-72	"FCRL2/3high GC"	"ZNF385C"
"SLA1"	4.15243077746755e-72	0.721671752019475	0.37	0.036	7.8838050740999e-68	"FCRL2/3high GC"	"SLA"
"BACE21"	4.28988591223042e-66	0.790763698692878	0.417	0.049	8.14477739296067e-62	"FCRL2/3high GC"	"BACE2"
"MPEG13"	4.33155618602646e-65	0.811698151584471	0.352	0.037	8.22389257478983e-61	"FCRL2/3high GC"	"MPEG1"
"SIGLEC103"	2.31600910085907e-56	1.19963485887817	0.667	0.148	4.39717487889103e-52	"FCRL2/3high GC"	"SIGLEC10"
"FCRL23"	8.14531326791292e-56	1.49402729192345	0.787	0.221	1.54646917704595e-51	"FCRL2/3high GC"	"FCRL2"
"FCRL32"	5.7028816934143e-52	1.56846101287278	0.815	0.235	1.08274911831164e-47	"FCRL2/3high GC"	"FCRL3"
"RASA42"	3.7659800876937e-51	0.731537582878548	0.324	0.039	7.15008979449527e-47	"FCRL2/3high GC"	"RASA4"
"BMPR2"	7.53135255275977e-47	0.345385083143288	0.185	0.014	1.42990259566697e-42	"FCRL2/3high GC"	"BMPR2"
"LILRB2"	9.52913907553143e-47	0.0805268786411612	0.028	0	1.8092023448804e-42	"FCRL2/3high GC"	"LILRB2"
"FCRL53"	2.17114910793832e-46	1.39360204888266	0.667	0.169	4.1221436963317e-42	"FCRL2/3high GC"	"FCRL5"
"INPP4A"	5.80793050822637e-46	0.525054455885583	0.231	0.022	1.10269368629186e-41	"FCRL2/3high GC"	"INPP4A"
"IGHM"	2.07309776145296e-44	2.2093027919042	0.898	0.411	3.93598340989458e-40	"FCRL2/3high GC"	"IGHM"
"PDE4B1"	3.43086198085236e-41	1.03114200782111	0.574	0.136	6.51383455684628e-37	"FCRL2/3high GC"	"PDE4B"
"MRNIP1"	6.13315029477138e-40	0.707240588420802	0.38	0.065	1.16443991496529e-35	"FCRL2/3high GC"	"MRNIP"
"TMEM171"	4.81681844200337e-39	0.0550101801879213	0.028	0	9.1452114939876e-35	"FCRL2/3high GC"	"TMEM171"
"FBLN2"	5.33304320200178e-37	0.129693293489223	0.065	0.002	1.01253158233206e-32	"FCRL2/3high GC"	"FBLN2"
"TRBC2"	3.01392167532916e-34	1.17393253266556	0.565	0.158	5.72223169277995e-30	"FCRL2/3high GC"	"TRBC2"
"PARP152"	2.20604520106016e-33	0.80366048888622	0.389	0.077	4.18839741873282e-29	"FCRL2/3high GC"	"PARP15"
"LINC018573"	4.22984121228832e-33	1.56869128863846	0.907	0.479	8.0307765256506e-29	"FCRL2/3high GC"	"LINC01857"
"SAMSN13"	8.70682502866988e-33	1.15793107057527	0.593	0.185	1.65307779994326e-28	"FCRL2/3high GC"	"SAMSN1"
"DUSP151"	2.31071945949241e-32	0.144830210576037	0.102	0.006	4.3871319657923e-28	"FCRL2/3high GC"	"DUSP15"
"CD702"	3.31415370715755e-32	0.731341254835435	0.296	0.049	6.29225222840933e-28	"FCRL2/3high GC"	"CD70"
"ST3GAL6"	8.31585320781582e-32	0.097386772493307	0.046	0.001	1.57884789003591e-27	"FCRL2/3high GC"	"ST3GAL6"
"MIR181A2HG"	1.35641224603468e-31	0.29189235915642	0.102	0.006	2.57528429032145e-27	"FCRL2/3high GC"	"MIR181A2HG"
"LDLRAD41"	3.00211571411733e-31	1.03648306378403	0.454	0.113	5.69981689482316e-27	"FCRL2/3high GC"	"LDLRAD4"
"PTPRJ"	3.18311326949555e-31	0.454015160902555	0.259	0.039	6.04345885346424e-27	"FCRL2/3high GC"	"PTPRJ"
"LINC01405"	2.18640014008715e-29	0.0786560750355638	0.028	0	4.15109930596946e-25	"FCRL2/3high GC"	"LINC01405"
"COL9A31"	1.15272298210895e-27	0.812780260089139	0.472	0.128	2.18855985383206e-23	"FCRL2/3high GC"	"COL9A3"
"RHEX2"	6.98354221294781e-27	1.00326751917927	0.444	0.119	1.32589532455027e-22	"FCRL2/3high GC"	"RHEX"
"AC010624.3"	1.39210820684321e-26	0.0414654457217495	0.019	0	2.64305664151251e-22	"FCRL2/3high GC"	"AC010624.3"
"C1orf143"	1.40506009510859e-26	0.0719999701839603	0.019	0	2.66764709657317e-22	"FCRL2/3high GC"	"C1orf143"
"ZNF804A1"	1.63864240697049e-26	0.912965784545392	0.389	0.096	3.11112647387418e-22	"FCRL2/3high GC"	"ZNF804A"
"ICAM33"	7.23707790467599e-25	1.149771742804	0.713	0.346	1.37403161098178e-20	"FCRL2/3high GC"	"ICAM3"
"RASSF62"	9.9958636720459e-25	1.27639132780183	0.583	0.215	1.89781467677463e-20	"FCRL2/3high GC"	"RASSF6"
"KHDRBS21"	1.45797599924248e-24	0.376876940103467	0.204	0.031	2.76811323216177e-20	"FCRL2/3high GC"	"KHDRBS2"
"CLEC17A2"	9.09555682112887e-24	0.72268250068306	0.426	0.118	1.72688241805953e-19	"FCRL2/3high GC"	"CLEC17A"
"CD723"	1.20269733347699e-23	1.09455380618856	0.815	0.455	2.28344115733942e-19	"FCRL2/3high GC"	"CD72"
"AL365361.11"	1.52045861903058e-23	0.213230629712421	0.111	0.01	2.88674273409145e-19	"FCRL2/3high GC"	"AL365361.1"
"KCNA31"	1.58355694340084e-23	0.292391558298043	0.139	0.016	3.00654121274083e-19	"FCRL2/3high GC"	"KCNA3"
"CNR13"	1.93693453214191e-23	0.457199329307925	0.222	0.037	3.67746390272464e-19	"FCRL2/3high GC"	"CNR1"
"B2M3"	2.74494351766225e-23	0.802229639453116	1	0.983	5.21154976263356e-19	"FCRL2/3high GC"	"B2M"
"AL158850.12"	5.95454859093056e-23	0.691789736987755	0.444	0.131	1.13053059547408e-18	"FCRL2/3high GC"	"AL158850.1"
"AZIN2"	6.95701966847559e-23	0.0707655533504999	0.037	0.001	1.32085975425678e-18	"FCRL2/3high GC"	"AZIN2"
"RPL342"	7.87761406568656e-23	0.507619116972624	1	0.998	1.49564380651125e-18	"FCRL2/3high GC"	"RPL34"
"POU2F23"	1.98721822143743e-22	0.943782255361524	0.972	0.744	3.7729325152211e-18	"FCRL2/3high GC"	"POU2F2"
"CD242"	2.71953242651148e-22	1.00093354914322	0.472	0.15	5.1633042649747e-18	"FCRL2/3high GC"	"CD24"
"GSN1"	3.75317487430479e-22	0.948852893143801	0.472	0.152	7.12577781635507e-18	"FCRL2/3high GC"	"GSN"
"EML61"	8.40671966232496e-22	0.949988822058746	0.62	0.253	1.59609979508902e-17	"FCRL2/3high GC"	"EML6"
